タイトル,あらすじ,ジャンル
サニー 永遠の仲間たち,偶然再会した親友は、病で余命あとわずか。彼女の願いは、死ぬ前にもう一度、高校時代の仲間達に会うこと。願いをかなえるため、青春の日々を辿る旅が始まる。,青春・学園
ファーザーズ,犯罪者の相手はお手のものだが、家庭では問題を抱えた保安官補4人組。ある悲劇がきっかけとなり、仕事優先の今までの生き方を変え、良い父親になる決意をする。,海外/ヒューマンドラマ
向かい風,妻が突然姿を消し、男は子供達を連れて故郷へ戻った。やりきれない思いや後悔を抱え、前に進もうとあがき続ける。まるで、強い向かい風に倒れまいとするように。,海外/ヒューマンドラマ
法医学医,次々と発生する殺人事件の被害者は、無差別に選ばれたのか? それとも犯人と接点があるのか? 警察は事件の謎と闇に翻弄されながらも、必死に殺人犯を追いかける。,犯罪ヒューマンドラマ
アマルと5人の息子たち,家を建てたいという亡き夫の夢をかなえるため、妻は5人の子供達をカイロへ出稼ぎに出す。夢を託された子供達は苦しい生活を送り、次々と試練に襲われてゆく。,中東映画
ソーシャル・ネットワーク,Facebook誕生秘話を鬼才デヴィッド・フィンチャーが映像化。一躍「ネットの寵児」となった若きCEOマーク・ザッカーバーグの知られざる真実を描く。,アカデミー賞受賞映画
リミット,イラクで働くアメリカ人ポールは襲撃を受け、目覚めたら棺に入れられ土の中にいた。手元には携帯電話、ライター、ナイフ、ペン、酒。果たして脱出できるのか?,マインドゲームスリラー
ガンドゥ,西ベンガルで悶々とした生活を送るラッパー・ガンドゥ。母親の愛人から盗んだ金でドラッグに溺れ、リキシャ引きと2人であてもなく彷徨う。インドの奇才Q監督作品。,ベンガル語の映画
イエローブーツの娘,イギリス人女性は、父を捜しにインドへやって来た。だが、滞在費を稼ぐため、いかがわしいマッサージ店で働く羽目に。厳しい現実の果てに、彼女を待つものとは?,インド映画
兄の見た風景,カシミール地方の青年は、兄の死を受け入れようと努めていた。だが、心に残るのは空虚な思いだけ。ところが、兄のある遺品を見つけると、事態は動き出してゆく。,Urdu-Language Movies
ムンバイ・ダイアリーズ,大都市ムンバイで、境遇も階級も異なる4人の男女の人生が交差する様子を描いた人間ドラマ。偶然がもたらした出会いを通して、それぞれの物語がつづられる。,インド映画
殺人の旋律,若き音楽家が殺害され、警察が捜査を開始。被害者が女心をもてあそんでいたことが発覚すると、多くの容疑者と謎が浮上。果たして、事件の背後にある真実とは?,ミステリー
インビクタス／負けざる者たち,アパルトヘイト撤廃後も人種間対立が残る南アフリカ。マンデラ大統領は、95年自国で開催するラグビーW杯を国民融和の絶好のチャンスと捉え、ある計画を立てる。,政治をテーマにしたヒューマンドラマ
ザ・ロード,文明が失われ、荒廃した未来。世界が絶望に満ちていても、善き者であろうとする親子の姿があった。絶望の道をひたすら南へ、父と子は世界の終わりを歩き続ける。,SFヒューマンドラマ
完全なる報復,ある日突然、愛する妻子を目の前で惨殺され、悲しみのどん底に突き落とされたクライド。腐敗した司法制度に憤慨した男は自らの手で次々と制裁を下していく。,心理サスペンス
HACHI 約束の犬,"おなじみ""忠犬ハチ公""のアメリカ版。飼い主が亡くなった後も、毎日同じ時間に駅で忠実に待ち続けたハチの感動物語。",海外/ヒューマンドラマ
シングルマン,長年の同性愛の恋人を事故で失い、悲しみに暮れる大学教授。その人生のある一日に焦点を当て、意識の流れを描いた人間ドラマ。,海外LGBTQ映画
私の中のあなた,11歳の娘に訴えられて、元弁護士の母親が再び法廷に? 訴訟の理由は、白血病の姉に対する臓器提供の拒否だった。,本が原作のヒューマンドラマ
ラスベガスをぶっつぶせ,優秀な理系学生たちが、ブラックジャックの必勝法「カウンティング」を引っ下げラスベガスで大儲けを狙う…。実際に起きた事件をベースにした青春ストーリー。,本が原作のヒューマンドラマ
ベルリン・コーリング,イカロスは絶大な人気を誇るDJ。世界のクラブシーンを股にかけ、まさに成功の絶頂。しかしそれもつかの間、ドラッグのやりすぎで、精神病院に収容される。,海外/ヒューマンドラマ
私たちの生涯最高の瞬間,2004年夏、オリンピックの頂点を賭け歴史に残る激戦を繰り広げた韓国女子ハンドボールチーム。その長く苦しい戦いの日々と、夢への情熱を描いた感動の実話。,海外/ヒューマンドラマ
サラの旅立ち,サラは大切な息子をフィリピンに残し、単身ロンドンへ。愛する夫と再会した彼女は介護の仕事を始め、見知らぬ土地での生活や不慣れな仕事に悪戦苦闘してゆく。,海外/ヒューマンドラマ
即日帰国,キプロスでレストランを経営する男は、離婚手続きのために北京へ帰ってきた。失意の彼は酔っ払いの女に出会うのだが、これをきっかけに本当の災難が幕を開ける。,海外/ヒューマンドラマ
ゾディアック,殺人予告と共に自らの正体を示す暗号の新聞掲載を迫った謎の連続殺人犯と、事件解決に挑む者たち。全米を恐怖に陥れた実際の未解決事件に基づく犯罪サスペンス。,アメリカ映画
ディスタービア,父親を自動車事故で亡くし、自暴自棄になった少年が、傷害事件で3か月の自宅軟禁処分に。暇つぶしに近所を覗き見するうちに、隣人の行為を不審に思い始める。,青春・学園
エリザベス: ゴールデン・エイジ,16世紀のイングランドで探検家ウォルター・ローリーを寵愛しつつ、侵略と反逆、裏切りに心して立ち向かうエリザベス女王の姿を描く作品。,政治をテーマにしたヒューマンドラマ
テラビシアにかける橋,孤独を抱えた少年の日々は、転校生のレスリーと出会ったことで一変。2人は、夢と魔法にあふれた空想の王国を作り始める。原作は、世界中で愛される児童文学。,児童書が原作の映画
地上の星たち,問題児扱いされてばかりの空想好きな8才の少年が、全寮制学校で1人の美術教師との出会いを通して、豊かな想像力と真の才能を少しずつ開花させていく。,高い評価を得た映画
バベル,モロッコを旅していたアメリカ人カップルの乗車したバスが、突然襲撃された。そしてその出来事は、4ヵ国をまたがる様々な現実へと広がりを見せる。,受賞歴のある映画
硫黄島からの手紙,第二次世界大戦の激戦地・硫黄島。圧倒的なアメリカの兵力を相手に死闘を繰り広げた日本兵たちの素顔と、届けられなかった手紙に託された想いを描く。,アカデミー賞受賞映画
プレステージ,ライバル心を燃やすマジシャンふたりは、それぞれの秘密を暴こうと躍起になる。トリックはさらに危険にエスカレート。死をもはらむ事態に…。,心理サスペンス
パフューム ある人殺しの物語,青年の才能は、遠く離れた匂いも嗅ぎ分ける特殊な嗅覚。一流の調香師になるが、全ては忘れえぬ女性の香りを再現するため。そのためなら、一切の手段は選ばない。,本が原作のヒューマンドラマ
ギャングスターズ 明日へのタッチダウン,出所者の多くが再び犯罪を犯すか、道端で死ぬ運命をたどる、とある米国の少年院。そんな中、ある教官がアメフトを通して若き受刑者たちを更生させようとする。,海外/ヒューマンドラマ
エレクション 死の報復,香港闇社会の次期会長の座を巡り、欲望と野心がぶつかり合う。さまざまな思惑で名乗り出る候補者たちの権力闘争は、血で血を洗う抗争へと激化していく。,高い評価を得た映画
コーチ・カーター,高校バスケットボール・コーチ、ケン・カーターが、部員らの学業不振を理由に、連戦連勝チームに試合を放棄させた。この決断に、学校内外で賛否両論が巻き起こる。,海外/ヒューマンドラマ
エレクション,香港で最も古くから暗躍する犯罪組織にて会長選挙が行われようとしている中、トップの座をめぐり2人の立候補者が激しく戦う!,高い評価を得た映画
ヒトラー 〜最期の12日間〜,アドルフ・ヒトラーの個人秘書をその最期まで務めた、トラウドゥル・ユンゲの証言をもとに、独裁者の末路を描く。,海外/ヒューマンドラマ
ユー・ガット・サーブド,エルジンとデビッドが率いるのは、LAのストリートで大人気のダンスチーム。2人は大金を賭けた勝負を挑まれるが、築き上げてきた全てを失う危機に陥ってしまう。,海外/ヒューマンドラマ
ミリオンダラー・ベイビー,フランキー・ダンは娘との苦い決別で意気消沈し、自分の元に現れたボクサー、マギー・フィッツジェラルドを受け入れることができない。,キネマ旬報ベスト・テン受賞映画
ビッグ フィッシュ,昔から何度も聞かされた奇想天外な父の人生はどこまで本当なのか? 父の死期が迫る中真実を追う息子は大切なことに気が付いていく…。感動の傑作ファンタジー。,ファンタジー
ミスティック・リバー,ある出来事を境に疎遠になった幼なじみのジミー、デイブ、ショーンを再び結び付けた殺人事件。被害者の父、容疑者、刑事という立場で、3人の運命が再び交差する。,心理サスペンス
ヤミ金バスターズ,借金の取り立てが騒ぎになり、新聞沙汰にまでなった警官。不況にあえぐ香港を舞台に、法外な高金利に泣かされる警官たちが、非情なローンシャークに立ち向かう。,海外映画
ブロウ,コカインの売人ジョージ。貧しい境遇で育った彼が、アメリカ随一のドラッグ・ディーラーとして伝説の人物となり、ついには没落してゆくまでの姿を追う。,海外/ヒューマンドラマ
ドニー・ダーコ,ある晩不思議な声に導かれて外に出た17歳のドニー・ダーコの前に巨大な銀色のウサギが現れ、世界の終末を告げる。その晩、飛行機のエンジンが彼の家を直撃する。,SFヒューマンドラマ
DUST ダスト,2000年のNY。空き巣に入ったアパートで住人の老女に、100年前米国から欧州に渡った兄弟の話を無理やり聞かされた青年は、いつしかその話に魅せられて…。,ウェスタン
アメリカン・サイコ,完璧でいることに執着するエリートビジネスマンが端正な顔立ちの裏に隠す、狂気に満ちた本性。激しい殺人衝動に突き動かされ、彼は次々と手を血に染めてゆく。,海外/ヒューマンドラマ
13デイズ,核ミサイルがキューバに配備され、震撼するホワイトハウスで、ジョン・F・ケネディ大統領は、補佐官や司法長官とともに第三次世界大戦の危機に果敢に立ち向かう。,政治をテーマにしたヒューマンドラマ
ダンサー・イン・ザ・ダーク,アメリカの田舎町に住むチェコ移民のセルマはシングルマザー。空想の中で歌い踊ることで、苦しい毎日を生き抜いていたが、必死に貯めた息子の手術費用が盗まれる。,受賞歴のある映画
アメリカン・ビューティー,崩壊寸前の冷め切った家族、うまく行かない仕事、反抗期の娘…。必死にバランスを取ろうとしていた男はある日、娘の友人に心を奪われてしまう。,アカデミー賞受賞映画
ブリーダー,レオとルイーズは愛し合う若い恋人同士。だが、ルイーズの妊娠をきっかけに、レオの動揺とストレスが怒りと暴力の連鎖を引き起こし、悲劇へと向かっていく。,心理サスペンス
ゴールデンボーイ,青年は、身を隠していたナチス戦犯を発見。すると、秘密を守る代わりに、強制収容所での残虐行為を話すよう強要する。やがて、秘めた闇が目を覚ましてゆく…。,本が原作のヒューマンドラマ
LONG WAY HOME ロング・ウェイ・ホーム,偶然に出会った、妻を亡くした老人と自由を愛する大学生。老人は、彼女とヒッチハイクで旅をすることを決め、かつて愛した女性が暮らすカリフォルニアを目指す。,海外/ヒューマンドラマ
愛に目覚めて,愛の無い結婚生活を送る刑事は、大酒と仕事に生きる日々を過ごしていた。だが、重傷を負ったことをきっかけに、彼は妻との関係や自分自身を見つめ直してゆく。,海外/ヒューマンドラマ
ルディ/涙のウイニング・ラン,小柄なルディはノートルダム大学でアメフト選手になることを夢見ていた。成績も悪く経済状況も厳しい中、ルディはついにトライアウトに合格するが...。,アメリカ映画
ボーイズ’ン・ザ・フッド,ドラッグや暴力、人種差別がはびこるロサンゼルスのサウスセントラル地区。父に厳しく育てられた高校生は、この街で道から外れないよう懸命に生きていた。,受賞歴のある映画
バグジー,ネバダ砂漠の真ん中にカジノ付きホテルを作ろうとするギャング、バグジー・シーゲル。最大の誤算となったのは、美しき女優との身を焦がすほどの激しい恋だった。,アカデミー賞受賞映画
牯嶺街少年殺人事件,1960年代の台湾。10代の少年と彼が思いを寄せる少女は、不良グループの暴力や社会の激変に巻き込まれながら、それぞれの変わりゆく自我に直面する。,政治をテーマにしたヒューマンドラマ
自由への旅立ち,1902年のアメリカ。アフリカ系家族が、地の利を生かして育んできたガラの文化や言葉を失う不安を抱えつつ、住み慣れた島から本土への移住を計画する。,受賞歴のある映画
グッドフェローズ,元ギャングのヘンリー・ヒルが振り返る、暴力と犯罪に明け暮れて大金を手にした栄光の時代。だが、バラ色の日々は色あせ始め、悪夢のような転落の瞬間が訪れる。,受賞歴のある映画
七小福,学院長の厳格な指導の下、過酷な訓練を積んで京劇を学ぶ生徒達。この中には、明日の香港映画界を担う金の卵達がいた。香港映画スター達の少年期を描く実話物語。,アジア映画
フルメタル・ジャケット,新人として過酷で厳しい訓練に耐えた海兵隊員たちが戦地へ赴く。そこでテト攻勢に巻き込まれた彼らは、執拗なベトコンの攻撃に悩まされるのだった。,海外/名作映画
ナチュラル,天才的な野球少年は、運命のいたずらで、プロ入りを断念。16年後、35歳になった彼が、ルーキーとしてベンチ入りを果たし、低迷するチームに奇跡をもたらす。,本が原作のヒューマンドラマ
戦場のメリークリスマス,1942年、ジャワの日本軍俘虜収容所を舞台に、敵国同士という関係にありながら、人間としてのつながりを深めていく日本兵と英国人俘虜の友情を描く。,本が原作のヒューマンドラマ
ガンジー,大英帝国によるインド人差別に発起した若き弁護士が、非暴力と不服従を唱え、インド独立を導くに至った波乱万丈の軌跡を追う。ベン・キングズレー主演の歴史大作。,政治をテーマにしたヒューマンドラマ
ファニア歌いなさい,ナチスに捕らえられ、強制収容所へと送られたユダヤ人音楽家に与えられた任務。それは、ガス室で処刑される囚人達の絶望を、音楽で少しでも和らげることだった。,海外/ヒューマンドラマ
ミッドナイト・エクスプレス,1970年、1人のアメリカ人青年が麻薬密輸の罪でトルコ当局に拘束される。下された判決は、まさかの禁固30年。異国での地獄のような獄中生活が始まった。,アカデミー賞受賞映画
大統領の陰謀,リチャード・ニクソン大統領を辞任に追い込んだ2人の新聞記者ボブ・ウッドワードとカール・バーンステインの記者魂を描き高い評価を得る傑作政治ドラマ。,政治をテーマにしたヒューマンドラマ
ゴッドファーザー,イタリアから移りマフィアを組織したドンが一線を退こうとしていた。暗殺の危険にさらされる中、一族の末っ子は意に反し闇社会へ身を投じて行く。,アカデミー賞受賞映画
イージー・ライダー,反体制的な若者2人がバイクにまたがり、アメリカ横断の奔放な旅を始める。道中、酔いどれ弁護士も加わり、自由の国アメリカの幻影を求め南部を目指すが...。,海外/名作映画
俺たちに明日はない,米犯罪史に名を残す銀行強盗ボニーとクライド。その生き様で若者の共感を呼び、民衆の英雄として大恐慌時代のアメリカを駆け抜けた2人の壮絶な人生を描く傑作。,アカデミー賞受賞映画
オーソン・ウェルズ IN ストレンジャー,アメリカの小さな町で、何も知らない新妻とともに平穏な人生を送るはずだったナチスの残党。だがその悪行を知る追跡者の執念は、そう簡単には振り切れない。,海外/名作映画
アフリカ系アメリカ映画のパイオニア,1915年から1946年にかけて、アフリカ系アメリカ人の映画監督達が手掛けた、黒人向けの映画の中から20本の傑作を厳選。当時の様子が蘇る。,名作映画
ある自殺,高利貸しへの借金を返すため、自殺しなければ家族に危険が及ぶと迫られるビジネスマン。だが捜査にあたる刑事は、事件に関する驚くべき秘密を知る。,海外/サスペンス
オールド・ボーイ,理由も分からず長期に渡り監禁されていたジョーはある日いきなり解放される。誰が何のために自分を閉じ込めたのか? 怒りに燃えるジョーの復讐が始まる…!,心理サスペンス
ザ・ハリウッド ～セックスと野望～,かつて女優を目指していたタラは夢を忘れ、若くして成功を収めた映画プロデューサーと同棲中。彼が映画に抜擢した俳優との会食をきっかけに、悲劇が幕を開ける。,海外/サスペンス
ゾンビ・リミット,ゾンビに感染しても、ゾンビ化抑制ワクチンを接種すれば人間に戻ることができる時代を迎える。だが、ワクチンの数が足りなくなり、人間同士の醜い争いが起きる。,カナダ映画
ボディ・ハント,少女の新居は、訳あり物件。数年前に隣の家で、娘が両親を惨殺して失踪するという事件が起きていた。邪悪な欲望は動き始め、少女に悪夢のような危険が迫る。,心理サスペンス
ジャッキー・コーガン,賭場強盗の黒幕捜しを依頼された殺し屋のジャッキー・コーガン。彼は最も怪しいと目された人物が無関係で、別の3人組が真犯人であることを突き止めるが...。,アメリカ映画
女神は二度微笑む,インド出張中に忽然と姿を消した夫を探すため、妊娠中の妻が1人でコルカタの空港に降り立つ。宿泊先にも勤務先にも夫が訪れた記録は一切なく、謎は深まっていく。,ミステリー
ザ・ルームメイト,ロスの大学に入学したサラは、ルームメイトのレベッカとも意気投合。楽しいキャンパスライフが始まった矢先、レベッカがサラに異常な執着を見せ始め...。,心理サスペンス
テイク・シェルター,家族と慎ましくも幸せに暮らす男は、突如大災害の悪夢に悩まされるようになった。やがて、男はシェルター作りに没頭し始める。悪夢はただの妄想か、それとも…。,心理サスペンス
過去という亡霊,家族に起きた悲劇と、心に負った深い傷。あまりにも辛い過去が、若い女に重くのし掛かる。彼女は痛みを乗り越えて、未来へと踏み出すことができるのか...。,マインドゲームスリラー
哀しき獣,借金を帳消しにする代わりに人殺しを依頼されたタクシー運転手は、殺害を決意し黄海を渡る。その先に、海の底よりも暗く深い闇が待ち受けているとも知らずに…。,高い評価を得た映画
ステップファーザー 殺人鬼の棲む家,新しく家族に迎え入れた母の恋人。男の優しい笑顔の裏に隠された不審な点に気付いた青年は、彼が指名手配されている一家惨殺事件の犯人ではないかと疑い始める。,マインドゲームスリラー
ザ・バンク 堕ちた巨像,インターポール捜査官とマンハッタンの検事補は、国際メガバンクの闇を暴くために共闘。渦巻く危険と陰謀の中で、武器の密売に手を染める難攻不落の巨悪に挑む。,ミステリー
クロエ,一見幸せな結婚生活を送っているキャサリン。夫の浮気を疑い、不安に苛まれた彼女は、夫を試すため美しい娼婦クロエを雇い、彼を誘惑するように依頼する。,心理サスペンス
消されたヘッドライン,愛人が死体となって発見され、国会議員は自分の名声とキャリアを守ろうと必死に動く。一方で2人の新聞記者が、巧妙に張り巡らされた嘘を解きほぐしていく。,ミステリー
THE 4TH KIND フォース・カインド,多くの住民が不眠に苦しむアラスカ州ノーム。ある心理学者が不眠の原因を探るため、催眠療法の様子を撮影。その映像に戦慄の事実が映し出され...。,マインドゲームスリラー
オブセッション 歪んだ愛の果て,ビジネスでの成功も、愛する妻との幸せな家庭も手に入れた優秀な男。だが彼の人生は、ある日やって来た妖艶かつ狡猾な派遣社員の美女によって狂わされていく。,心理サスペンス
バンク・ジョブ,"銀行強盗に押し入ったはいいが、貸し金庫には現金や宝石だけでなく、王室スキャンダルや裏社会の""秘密""が隠されていた。知らずに盗んだ秘密の行方は果たして?",海外/サスペンス
レイクビュー・テラス 危険な隣人,ロサンゼルスに念願のマイホームを手に入れたマットソン夫婦。引っ越してきた2人を待ち受けていたのは、隣に住む警官から理不尽な嫌がらせを受ける日々だった。,心理サスペンス
チェイサー,元刑事が経営する風俗店から、女達が相次いで失踪。さらに、街では連続猟奇殺人事件が発生。警察すらも翻弄され続ける中、男は女達の行方を追って夜の街を走る。,受賞歴のある映画
キューブ■RED,正方形の赤い部屋に閉じ込められた数学者4人。制限時間以内に人類未解明の超難問が解けなければ、壁が四方から迫り、圧殺! 生き残りを賭けた、壮絶な知能戦。,スペイン映画
ストレンジャー・コール,人里離れた豪邸でベビーシッターのアルバイトをする女子高生にかかってきた不審な電話。最初は単なるいたずら電話だと思っていたが、その執拗さに恐怖心が募り…。,マインドゲームスリラー
ジャケット,湾岸戦争での負傷が原因で記憶障害になった元兵士。ある殺人事件の濡れ衣を着せられ精神病院へ送還されるが、実験的療法の最中に15年後にタイムスリップする。,マインドゲームスリラー
オールド・ボーイ,男はある日知らない部屋で目を覚ます。以降15年間、理由もわからず監禁され拷問にあう。娘への想いから復讐を誓い、突然解放された男の取った行動とは...?,受賞歴のある映画
閉ざされた森,レンジャー部隊の鬼軍曹が消息不明になり、隊員が命を落とす。捜査官と大尉が捜査にあたるが、生存者の証言に矛盾が生じる。森の中で一体、何があったのか?,ミステリー
殺人の追憶,韓国の農村で実際に起きた連続殺人事件に基づく緊迫のサスペンス。確かな証拠や手掛かりのないまま、刑事2人が韓国史上初の残虐な連続殺人犯の逮捕に挑む。,受賞歴のある映画
ハンニバル,「羊たちの沈黙」の続編。バッファロー・ビル事件から10年、脱獄しイタリアで暮らす殺人鬼ハンニバル・レクター。唯一生き残った犠牲者が復讐を企てる。,心理サスペンス
悪い男,可憐な女子大生ソナに一目惚れした孤独なヤクザ・ハンギ。だが、ソナに侮蔑的にあしらわれた彼は、復讐心と所有欲に駆られ、彼女を策略に嵌め売春宿に売り飛ばす。,海外/サスペンス
メメント,頭部を損傷してから前向性健忘という記憶障害に見舞われながらも、レナードは最愛の妻を殺した犯人を突き止めるために手がかりを追っていく。,心理サスペンス
オーロラの彼方へ,30年ぶりにNYでオーロラが観測された夜。父の形見の無線機を取り出し、消防士として殉職した父を懐かしむジョン。すると無線機から男の声が聞こえ始め...。,タイムトラベル
8MM,私立探偵が富豪の未亡人から受けた依頼は、亡き夫の遺品である、8mmフィルムの真偽を確かめること。そこに映っていたのは、若い女性の殺害現場だった。,アメリカ映画
ホーンティング,ある実験のために人里離れた豪邸に集められた、不眠症に苦しむ3人の男女。この実験の真の目的すら知らない3人は、やがて奇妙な屋敷に潜む本当の恐怖を思い知る。,超常現象ホラー
隣人は静かに笑う,テロリズムを研究する大学教授は息子と二人暮らし。近所に越してきた一家と親しくなるが、ふとしたことからその身元に疑惑を感じ、調査を始めたところ...。,心理サスペンス
レジェンド・オブ・スリーピー・ホロウ,恐ろしい首なし騎士の伝説が伝わる田舎町スリーピー・ホロウ。この町の学校の校長職に就いた堅物のイカボッド・クレーンは、町の有力者の娘カトリーナに恋をする。,アメリカ映画
サイコ,大雨の中、車を走らせる女はモーテルに立ち寄り、ノーマンという青年に迎えられる。彼の中に眠る狂気を、彼女はまだ知らない...。1960年代の名作映画のリメイク。,心理サスペンス
ザ・クラフト,カトリック系の学校に転校した霊感の強い少女は、周囲から浮いている3人組の少女と知り合う。彼女達は周囲の人間や親を見返すため、黒魔術を使おうとしていた。,超常現象ホラー
セブン,7つの大罪に見立てた残忍極まりない殺人が繰り返される。殺人課のベテラン刑事と新人刑事のコンビが、一刻も早くその殺人鬼を捕まえようとするのだが…。,心理サスペンス
12モンキーズ,ウィルスにより全人類の99%が死滅した2035年。犯罪者として服役中の男が、特赦を条件にタイムマシンで数十年前に戻りウィルスの出所を探る任務に就く。,心理サスペンス
ジョーズ3,"新たな呼び物""海底王国""の開園準備に忙しい、フロリダ州の海洋テーマパーク。オープン当日、スタッフの1人が死体で発見され、サメの仕業だと判明する。",海外/サスペンス
サイコ２,"モーテルの惨劇から20年以上が経ち、ノーマン・ベイツは精神状態が回復したと判断されて我が家へ戻ってきた。だが、社会復帰を目指す彼に、再び""母親""の影が迫る。",マインドゲームスリラー
シャイニング,シーズンオフには孤立する、いわく付きのホテルに越してきたジャック・トランスが狂気に憑りつかれる。そして、その刃は妻と息子へ向かい...。,心理サスペンス
サイコ,不動産会社に勤務する若い女性が会社の金を横領し逃亡。愛する人の元へ向かう途中で立ち寄ったのは、不気味な佇まいを見せるベイツ・モーテルだった…。,心理サスペンス
Earth to Echo アース・トゥ・エコー,高速道路建設で立ち退きを余儀なくされた町に住む親友同士の少年3人。明日がいよいよ別れの日という時、突然、街中の携帯電話に不可解な画像が映し出される。,キッズ・ファミリー映画
ホーンズ 容疑者と告白の角,恋人を殺され、容疑者にされたイグ。ある日、目覚めると頭に角が生えていた。角には、人に真実を語らせる不思議な力が。イグは、角を使って真犯人捜しを始める。,ファンタジー
タイムトラベラーの系譜 ルビー・レッド,時間旅行ができる遺伝子を受け継ぐ者はいとこだと思い込んでいた一族。16歳になる誕生日の前夜、特殊能力の持ち主は自分だとグウェンが気づくまでは...。,ファンタジー
遊星からの物体X ファーストコンタクト,ノルウェーの科学者が南極の氷に閉ざされた生命体を発見する。長い眠りからそれが目覚めるとき、白い氷の世界に人間の血が流れ出す。,海外SF・ファンタジー
ウルフマン,男はイギリスの故郷で狼(おおかみ)男にかまれ、自らも狼男になる身体となった。満月の夜、男は血と肉に飢えた化け物と化し、人々を恐怖の渦へと引きずり込む。,ファンタジー
ATOM アトム,超人的なパワーを持つ人間そっくりのロボットの少年アトム。危険な冒険の旅を経て、自分の存在価値を確認し、愛する人たちを救うために戻ってくる。,キッズ・ファミリー映画
スプライス,出資企業の制止を無視し、ヒトの遺伝子を組み込んだハイブリッドアニマルを生み出した2人の科学者。倫理を踏み越えた禁断の実験、その先にあるものとは…?,超常現象ホラー
グエムル 漢江の怪物,有害廃棄物から生まれた異形の怪物。町を襲撃した怪物は、河川敷で売店を営む店主の娘を連れ去ってしまう。愛娘の救出に向かう男の壮絶な闘いが幕開ける。,高い評価を得た映画
アイアン・ジャイアント,米ソ冷戦時代のメイン州。9歳の少年は、ある日巨大なロボットを発見。心優しいロボットと少年は仲良くなるが、ロボットの行方を追う政府職員が現れ...。,受賞歴のある映画
スリーピー・ホロウ,ニューヨーク警察のイカボッド・クレーン捜査官は、被害者の首が切断されるという謎の連続殺人事件を捜査するためスリーピー・ホロウに派遣される。,ファンタジー
イベント・ホライゾン,7年前に消息を断った宇宙船から突然届いたSOS通信。調査のため海王星に向かった救助隊は、その姿を発見。不気味に静まり返った船内で、異様な恐怖に遭遇する。,超常現象ホラー
遊星からの物体X,雪に覆われた僻地(へきち)で眠っていたエイリアンが発見される。南極基地にいる隊員達を次々に襲い、その形態を変えていく。極寒の地が戦慄の恐怖に包まれる!,海外SF・ファンタジー
d@bbe 5: 精霊の毒,自宅に出現するおぞましい悪霊におびえ、次第に心身までも脅かされていくディレク。ある女性のもとへ助けを求めに行くが、そこで明らかになった衝撃の事実とは。,超常現象ホラー
REC／レック4 ワールドエンド,ウイルス流出事件の唯一の生存者、アンヘラが目覚めた場所は洋上の貨物船。逃げ場の無い船内で、ウイルスは再び牙をむく。大人気ホラーシリーズ、ここに完結!,スペイン映画
ワルダ －悪霊の呪い－,ドキュメンタリーを撮影しようとする男が、家族の身に降りかかる不可解な事態を追い始める。撮影を進めるにつれ、得体の知れない恐怖が一家をむしばんでいく。,超常現象ホラー
ディープ・サンクタム,ビーチバカンスに孤島を訪れた男女5人。大自然の中でハメを外して楽しんだ次の朝、洞窟を発見。さっそく探検に出かけるが、そこでまさかの悪夢が始まる。,ホラー
ローンウルフ 真夜中の死闘,田舎の高齢者居住地区に、盲目の退役軍人が盲導犬と共に移り住む。引っ越し翌日の満月の夜、隣人の老女は得体のしれない何者かに襲われ...。,海外映画
アメリカン・ポルターガイスト2,森の中で見てはいけないものを見てしまった少女は、悪霊に魅入られてしまった。終わらない悪夢から逃れようとする彼女の前に、恐怖と戦慄の謎が立ちはだかる。,超常現象ホラー
MAMA,母を亡くした幼い姉妹は、叔父の家に引き取られる。だが、彼のもとへやって来たのは、姉妹だけではなかった。おぞましき闇が、彼らの背後にじわじわと忍び寄る。,スペイン映画
悪魔のいけにえ　レザーフェイス一家の逆襲,遺産相続のため、テキサスに向かう若い女性。遺された大邸宅に喜ぶのもつかの間、チェーンソーを振り回す殺人鬼レザーフェイスが現れ...。,海外映画
グリーン・インフェルノ,学生達は、ジャングルの部族を自然破壊から救うため現地へ向かうが、飛行機が墜落。必死に助けを求める生存者達の前に現れたのは、人間を食らう食人族だった。,海外映画
キョンシー,俳優として落ちぶれた孤独な男が、幽霊がでると噂の集合住宅に入居する。不気味な住民らが住むこの場所にキョンシーが出現し、男は戦いを余儀なくされる。,超常現象ホラー
肉,郊外で静かに暮らす一家。母親を失った姉妹はある役割を引き継ぐことになる。それは、人間の体を解体すること。一家は、家族の伝統で人間の肉を食していたのだった…。,高い評価を得た映画
アイ・スピット・オン・ユア・グレイヴ２,NYの美人モデル・ケイティを突然襲った悪夢。非道な男たちに拉致され、地下室で繰り返し犯される地獄の日々。遂に逃げ出した彼女は、壮絶な復讐劇を開始する。,海外映画
ホラーストーリー,7人の男女は、スリルを求めて幽霊が出ると噂の廃ホテルで一夜を過ごすことに。だが、これが決して終わらない悪夢の始まりだとは、まだ誰も気づいていなかった…。,超常現象ホラー
テイル・フロム・ダーク2: 奇幻夜,心霊現象、怨念、殺人。背筋が凍りつくような戦慄の恐怖を呼び起こす、3つの短編作品からなる香港発のホラー映画第2弾。,超常現象ホラー
テイル・フロム・ダーク1: 迷離夜,霊にとりつかれた占い師、遺骨を盗み家族をゆすった男に訪れた報いなど、身の毛がよだつような超常現象や恐怖体験をつづる香港発の短編ホラー作品集。,超常現象ホラー
